User ID,Username,Tweet,Retweet Count,Mention Count,Follower Count,Verified,Bot Label,Location,Created At,Hashtags
17051,usr_59486,Traffic is terrible today.,148,8,443,0,0,,2014-11-19,#cricket
84668,usr_17342,Follow me for follow back! #followback #follow,248,19,287,0,1,Earth,2022-07-16,
18812,usr_43460,Follow me for follow back! #followback #follow,207,78,1,0,1,Unknown,2024-02-13,#followback #f4f
94085,usr_81474,Had a great day at the park today,84,46,328,0,0,Mumbai,2020-03-20,#photography
89316,usr_25109,RT to win!! #giveaway #free #win,67,210,206,0,1,Unknown,2019-09-30,#viral #trending
45992,usr_91688,RT to win!! #giveaway #free #win,239,152,84,0,1,,2024-10-30,#crypto
88554,usr_65945,RT to win!! #giveaway #free #win,227,76,285,0,1,Worldwide,2020-04-18,#crypto
99658,usr_28314,Traffic is terrible today.,1,1,639,0,0,,2017-07-13,#mondaymotivation
86389,usr_54599,Making chai at midnight is peak productivity.,76,8,890,0,0,Tokyo,2014-12-08,#tech
86544,usr_88110,Can't believe what happened in today's match!,70,19,460,0,0,Mumbai,2018-04-24,#mondaymotivation
88215,usr_25857,Check this out #viral #trending,202,120,100,0,1,,2023-12-02,#crypto
82358,usr_23206,Traffic is terrible today.,91,69,786,0,0,Bangalore,2011-01-09,#mondaymotivation
49085,usr_79296,Can't believe what happened in today's match!,101,20,1,0,0,,2016-03-03,#mondaymotivation
55508,usr_33534,Follow me for follow back! #followback #follow,261,50,8,0,1,Worldwide,2023-05-29,#followback #f4f
50538,usr_45043,RT to win!! #giveaway #free #win,226,105,192,0,1,Unknown,2022-02-09,#followback #f4f
14073,usr_87864,Making chai at midnight is peak productivity.,1,4,664,0,0,USA,2011-01-31,#tech
65392,usr_75683,RT to win!! #giveaway #free #win,147,21,234,0,1,,2023-06-14,#giveaway #win
40115,usr_19853,Making chai at midnight is peak productivity.,10,21,290,0,0,Bangalore,2017-03-02,#cricket
90931,usr_78084,Buy cheap followers now! Link in bio.,235,97,32,1,1,Earth,2024-12-27,#crypto
19961,usr_45190,RT to win!! #giveaway #free #win,167,25,61,0,1,Unknown,2020-01-05,#crypto
97819,usr_55977,Check this out #viral #trending,96,92,118,0,1,Earth,2024-06-15,#giveaway #win
58738,usr_92278,Had a great day at the park today,61,84,1040,1,0,Bangalore,2012-06-15,#mondaymotivation
27132,usr_60135,Had a great day at the park today,49,42,192,1,0,New York,2018-04-20,#tech
78879,usr_47282,Had a great day at the park today,29,23,742,1,0,Delhi,2015-03-09,#photography
87656,usr_21297,Follow me for follow back! #followback #follow,133,1,178,0,1,Unknown,2020-06-12,#viral #trending
23425,usr_30380,Making chai at midnight is peak productivity.,51,11,603,0,0,London,2010-12-30,#food
33508,usr_77931,Had a great day at the park today,39,76,481,0,0,Mumbai,2014-02-04,#cricket
14117,usr_84044,Follow me for follow back! #followback #follow,91,37,119,0,1,Earth,2024-08-19,#viral #trending
78765,usr_28878,Follow me for follow back! #followback #follow,80,61,147,0,1,Earth,2020-01-03,#viral #trending
13037,usr_24879,RT to win!! #giveaway #free #win,201,164,153,0,1,Worldwide,2020-03-14,#viral #trending
86923,usr_17498,Just finished reading an amazing book.,1,20,1331,0,0,Bangalore,2016-12-01,#photography
27146,usr_76269,RT to win!! #giveaway #free #win,269,66,117,0,1,Earth,2021-10-29,#viral #trending
59009,usr_81197,Buy cheap followers now! Link in bio.,131,114,304,0,1,Worldwide,2021-02-26,#giveaway #win
37549,usr_58878,Follow me for follow back! #followback #follow,171,50,1,0,1,Worldwide,2024-12-25,#giveaway #win
81509,usr_80028,Check this out #viral #trending,155,163,103,0,1,Worldwide,2022-08-10,#giveaway #win
82070,usr_38364,Buy cheap followers now! Link in bio.,15,121,207,0,1,Unknown,2019-02-23,#giveaway #win
50760,usr_66868,Making chai at midnight is peak productivity.,20,1,1004,0,0,London,2013-09-06,#photography
68991,usr_87982,Buy cheap followers now! Link in bio.,153,170,123,0,1,Unknown,2020-05-17,#viral #trending
69250,usr_43228,Follow me for follow back! #followback #follow,161,60,69,0,1,Earth,2022-12-14,#viral #trending
76543,usr_16990,Buy cheap followers now! Link in bio.,80,73,28,0,1,Earth,2020-12-30,#giveaway #win
23051,usr_55640,Just finished reading an amazing book.,42,23,536,0,0,Mumbai,2019-11-07,#mondaymotivation
99705,usr_38208,Buy cheap followers now! Link in bio.,198,42,124,0,1,Worldwide,2021-06-03,
27614,usr_53253,Can't believe what happened in today's match!,65,8,1163,0,0,London,2016-03-02,#cricket
28242,usr_17904,Just finished reading an amazing book.,135,41,727,0,0,Mumbai,2014-12-20,#tech
84302,usr_97212,Had a great day at the park today,105,28,540,0,0,India,2014-07-01,#food
26932,usr_49968,RT to win!! #giveaway #free #win,47,35,1,0,1,Worldwide,2020-05-17,#giveaway #win
41531,usr_98247,Check this out #viral #trending,222,68,263,0,1,Worldwide,2020-06-10,#viral #trending
23538,usr_27187,Traffic is terrible today.,24,38,174,0,0,Tokyo,2019-09-28,#food
98184,usr_83306,RT to win!! #giveaway #free #win,151,91,1,0,1,Unknown,2021-07-08,#followback #f4f
32645,usr_70660,Had a great day at the park today,95,32,838,0,0,Bangalore,2016-06-22,
78719,usr_83744,Had a great day at the park today,72,49,544,0,0,Tokyo,2012-11-29,
63788,usr_98566,Buy cheap followers now! Link in bio.,177,15,1,0,1,Unknown,2023-01-15,#crypto
69441,usr_70418,Follow me for follow back! #followback #follow,233,1,1,0,1,,2020-03-27,#viral #trending
38560,usr_93888,Traffic is terrible today.,1,1,373,0,0,Mumbai,2015-07-28,#photography
41348,usr_49489,Check this out #viral #trending,112,66,22,0,1,,2021-01-26,#viral #trending
62876,usr_24925,Can't believe what happened in today's match!,95,1,317,0,0,London,2015-12-29,#food
20215,usr_26525,Traffic is terrible today.,41,12,686,0,0,India,2011-04-15,#cricket
45054,usr_22766,RT to win!! #giveaway #free #win,197,220,1,0,1,Earth,2024-05-26,#giveaway #win
87826,usr_18593,Can't believe what happened in today's match!,89,44,1568,0,0,,2012-01-17,#photography
17754,usr_82575,Follow me for follow back! #followback #follow,118,87,119,0,1,Earth,2021-06-19,#viral #trending
99235,usr_61210,Just finished reading an amazing book.,82,1,437,0,0,Mumbai,2018-11-08,
13794,usr_29179,RT to win!! #giveaway #free #win,57,13,1,0,1,Worldwide,2022-01-25,#followback #f4f
49535,usr_45608,Buy cheap followers now! Link in bio.,161,134,1,0,1,Earth,2020-03-16,
18907,usr_99893,Buy cheap followers now! Link in bio.,281,128,230,1,1,Earth,2023-06-11,
47752,usr_20245,Buy cheap followers now! Link in bio.,187,75,1,0,1,Unknown,2022-06-29,#viral #trending
46025,usr_82973,Making chai at midnight is peak productivity.,59,20,554,0,0,India,2011-10-29,#photography
53512,usr_16484,Making chai at midnight is peak productivity.,64,56,930,1,0,Delhi,2018-03-15,#mondaymotivation
72787,usr_10071,Just finished reading an amazing book.,1,82,685,0,0,USA,2016-06-05,#photography
29641,usr_97591,Just finished reading an amazing book.,112,1,1005,0,0,London,2020-07-06,#tech
32617,usr_24195,Follow me for follow back! #followback #follow,181,42,91,0,1,Worldwide,2019-04-12,#crypto
40433,usr_58927,Follow me for follow back! #followback #follow,209,48,141,0,1,,2022-10-16,#viral #trending
92149,usr_98880,Buy cheap followers now! Link in bio.,107,1,8,0,1,Worldwide,2023-04-17,
16629,usr_22772,Buy cheap followers now! Link in bio.,123,54,134,0,1,Worldwide,2021-02-07,#crypto
96413,usr_50579,Had a great day at the park today,109,5,241,0,0,New York,2020-09-09,#mondaymotivation
89887,usr_65572,Buy cheap followers now! Link in bio.,234,51,92,0,1,Worldwide,2024-05-18,#crypto
62923,usr_14660,Follow me for follow back! #followback #follow,152,41,143,0,1,Worldwide,2024-05-26,#viral #trending
61049,usr_91863,RT to win!! #giveaway #free #win,87,10,150,0,1,,2020-01-24,
17026,usr_84698,Follow me for follow back! #followback #follow,83,86,61,0,1,Worldwide,2024-11-12,#giveaway #win
84141,usr_15670,Just finished reading an amazing book.,78,39,743,0,0,India,2013-01-28,#tech
29936,usr_45841,Follow me for follow back! #followback #follow,63,29,61,0,1,Unknown,2021-06-02,#crypto
47601,usr_49850,Check this out #viral #trending,120,103,189,0,1,Earth,2024-01-24,#crypto
95848,usr_40198,Traffic is terrible today.,76,43,459,0,0,,2015-07-29,#cricket
48557,usr_81061,Had a great day at the park today,140,29,1237,0,0,Mumbai,2017-07-11,#photography
23235,usr_47256,Had a great day at the park today,158,15,1062,0,0,Delhi,2012-06-10,#food
67896,usr_44025,Just finished reading an amazing book.,69,55,245,1,0,,2019-07-31,#tech
38903,usr_59727,Buy cheap followers now! Link in bio.,185,21,142,0,1,,2024-05-28,#followback #f4f
31922,usr_91539,Just finished reading an amazing book.,24,1,881,0,0,,2016-07-29,#photography
68554,usr_76782,Can't believe what happened in today's match!,1,20,720,0,0,USA,2014-03-01,#cricket
19120,usr_81654,Follow me for follow back! #followback #follow,140,95,186,0,1,Unknown,2024-05-21,#giveaway #win
46239,usr_30753,Can't believe what happened in today's match!,49,47,1,0,0,London,2013-07-15,#mondaymotivation
82102,usr_11908,Follow me for follow back! #followback #follow,196,137,98,0,1,Worldwide,2019-09-16,#viral #trending
99742,usr_72098,Follow me for follow back! #followback #follow,25,18,123,0,1,Unknown,2022-01-08,#viral #trending
65601,usr_14441,Can't believe what happened in today's match!,57,38,221,0,0,New York,2012-07-16,#mondaymotivation
90610,usr_44170,Buy cheap followers now! Link in bio.,82,55,173,0,1,,2022-01-04,#crypto
60394,usr_90386,Buy cheap followers now! Link in bio.,77,65,195,0,1,Earth,2020-06-13,
50963,usr_58467,Follow me for follow back! #followback #follow,231,38,241,0,1,,2023-04-16,#crypto
82848,usr_99243,RT to win!! #giveaway #free #win,252,147,72,0,1,Earth,2022-07-08,#giveaway #win
28344,usr_48528,Had a great day at the park today,121,69,951,0,0,USA,2016-01-05,
67377,usr_37470,Follow me for follow back! #followback #follow,1,87,199,0,1,Unknown,2019-05-04,#giveaway #win
70174,usr_10452,Traffic is terrible today.,51,1,1077,0,0,USA,2014-01-20,#cricket
82954,usr_73203,Had a great day at the park today,79,3,236,0,0,New York,2011-09-02,#food
83989,usr_82373,Check this out #viral #trending,372,28,1,0,1,Worldwide,2019-04-23,
96993,usr_94199,Can't believe what happened in today's match!,121,1,1213,0,0,Bangalore,2011-11-03,#cricket
39392,usr_66403,RT to win!! #giveaway #free #win,186,66,175,0,1,,2019-07-24,#giveaway #win
70249,usr_13080,RT to win!! #giveaway #free #win,314,157,86,0,1,,2022-04-26,#followback #f4f
48504,usr_64411,RT to win!! #giveaway #free #win,109,85,1,0,1,Worldwide,2020-01-07,
48712,usr_18140,Making chai at midnight is peak productivity.,53,56,900,0,0,,2010-12-19,#photography
88997,usr_80912,Check this out #viral #trending,272,91,111,0,1,Worldwide,2019-11-14,
10074,usr_71974,Buy cheap followers now! Link in bio.,104,52,116,0,1,Earth,2022-08-16,#viral #trending
69460,usr_77245,Buy cheap followers now! Link in bio.,104,50,54,0,1,Worldwide,2020-09-12,#giveaway #win
45203,usr_38519,Traffic is terrible today.,197,31,1045,0,0,Tokyo,2010-07-10,#tech
72163,usr_44888,Buy cheap followers now! Link in bio.,132,128,161,0,1,,2024-12-19,#followback #f4f
12348,usr_54561,Just finished reading an amazing book.,58,20,575,0,0,India,2012-02-17,#cricket
12757,usr_49562,RT to win!! #giveaway #free #win,120,1,1,0,1,Earth,2021-06-27,#viral #trending
41005,usr_48770,Traffic is terrible today.,124,31,1,0,0,India,2011-05-03,#food
13133,usr_69807,Can't believe what happened in today's match!,110,19,305,0,0,Mumbai,2014-11-28,
33819,usr_85472,Follow me for follow back! #followback #follow,285,133,139,0,1,,2020-10-08,#viral #trending
30078,usr_53749,Making chai at midnight is peak productivity.,52,43,163,0,0,Delhi,2013-06-15,#mondaymotivation
62260,usr_60589,Follow me for follow back! #followback #follow,230,120,18,0,1,Worldwide,2022-01-24,
23917,usr_21789,Check this out #viral #trending,88,76,56,0,1,Earth,2021-04-11,#viral #trending
82340,usr_25162,RT to win!! #giveaway #free #win,213,1,124,0,1,Worldwide,2021-09-23,#viral #trending
94675,usr_43166,Check this out #viral #trending,176,121,128,0,1,,2019-05-05,#crypto
54966,usr_80660,Traffic is terrible today.,29,35,869,0,0,Mumbai,2019-02-08,#cricket
61712,usr_68471,RT to win!! #giveaway #free #win,283,56,70,0,1,Earth,2021-12-13,#crypto
30861,usr_61748,Follow me for follow back! #followback #follow,144,76,165,0,1,,2020-11-22,#followback #f4f
25117,usr_24406,Just finished reading an amazing book.,93,46,228,0,0,Tokyo,2011-07-17,#photography
58270,usr_58052,Making chai at midnight is peak productivity.,23,1,518,0,0,Bangalore,2011-10-26,#photography
64321,usr_52284,Buy cheap followers now! Link in bio.,184,80,55,0,1,Earth,2022-05-18,#giveaway #win
84349,usr_33935,Follow me for follow back! #followback #follow,98,38,116,0,1,Worldwide,2020-08-03,#viral #trending
10617,usr_94197,Traffic is terrible today.,120,40,671,0,0,Delhi,2016-11-21,#cricket
29080,usr_96188,Buy cheap followers now! Link in bio.,82,107,116,0,1,Worldwide,2023-04-01,
72616,usr_68271,RT to win!! #giveaway #free #win,84,83,206,0,1,Worldwide,2019-03-23,#giveaway #win
19694,usr_98744,Can't believe what happened in today's match!,32,14,773,0,0,Tokyo,2013-03-13,
69050,usr_77155,Buy cheap followers now! Link in bio.,196,103,274,0,1,,2022-05-22,#giveaway #win
80419,usr_17197,Making chai at midnight is peak productivity.,1,49,1076,0,0,Bangalore,2017-10-21,#food
82768,usr_13655,RT to win!! #giveaway #free #win,255,70,123,0,1,Earth,2021-09-15,#giveaway #win
60916,usr_44487,Making chai at midnight is peak productivity.,94,32,1,0,0,,2010-11-08,#mondaymotivation
77621,usr_60262,Follow me for follow back! #followback #follow,226,26,232,0,1,,2020-09-07,#followback #f4f
58944,usr_83156,Follow me for follow back! #followback #follow,184,90,147,0,1,,2023-01-06,#crypto
59672,usr_42778,Check this out #viral #trending,189,78,320,0,1,Worldwide,2020-05-21,#followback #f4f
59968,usr_11204,Follow me for follow back! #followback #follow,127,42,1,0,1,Unknown,2022-07-18,#viral #trending
49596,usr_25681,RT to win!! #giveaway #free #win,181,116,94,0,1,Worldwide,2019-05-25,
33028,usr_36680,Check this out #viral #trending,29,38,293,0,1,Worldwide,2024-11-03,#viral #trending
48680,usr_68465,Buy cheap followers now! Link in bio.,188,1,1,0,1,Unknown,2023-02-18,#viral #trending
85392,usr_58319,Check this out #viral #trending,8,103,1,0,1,,2020-12-04,#giveaway #win
73646,usr_23865,Had a great day at the park today,49,21,181,0,0,Mumbai,2016-03-13,#tech
56421,usr_36965,Buy cheap followers now! Link in bio.,136,36,127,0,1,Worldwide,2023-11-01,
69929,usr_50812,Check this out #viral #trending,163,3,211,0,1,Earth,2023-12-23,#followback #f4f
75058,usr_15284,Had a great day at the park today,115,37,1013,0,0,London,2018-03-17,#mondaymotivation
52101,usr_57167,Buy cheap followers now! Link in bio.,238,104,1,0,1,Earth,2024-09-14,#followback #f4f
39253,usr_36743,Had a great day at the park today,81,13,644,0,0,Tokyo,2019-08-18,
95679,usr_22214,Making chai at midnight is peak productivity.,45,22,883,1,0,London,2014-06-04,#mondaymotivation
59903,usr_57603,Making chai at midnight is peak productivity.,19,38,716,0,0,London,2015-06-05,#mondaymotivation
48780,usr_93009,Check this out #viral #trending,124,32,144,0,1,Worldwide,2022-10-08,#crypto
22899,usr_61563,Buy cheap followers now! Link in bio.,57,106,298,0,1,Worldwide,2019-03-17,#giveaway #win
25058,usr_65386,RT to win!! #giveaway #free #win,127,144,314,0,1,,2021-12-06,#giveaway #win
61374,usr_61543,Buy cheap followers now! Link in bio.,187,145,213,0,1,Unknown,2024-04-27,#giveaway #win
59006,usr_56255,Can't believe what happened in today's match!,127,12,706,0,0,Tokyo,2011-03-13,#mondaymotivation
20682,usr_86980,Buy cheap followers now! Link in bio.,180,115,144,0,1,Unknown,2022-09-14,
99228,usr_46036,Making chai at midnight is peak productivity.,96,60,942,0,0,USA,2013-09-28,#tech
82357,usr_15136,Follow me for follow back! #followback #follow,114,122,141,0,1,Worldwide,2019-08-18,#viral #trending
37973,usr_56363,Had a great day at the park today,125,46,1163,0,0,Bangalore,2010-11-15,#food
59628,usr_29732,Had a great day at the park today,76,1,456,1,0,India,2015-01-15,
99220,usr_40730,Can't believe what happened in today's match!,92,58,462,0,0,Mumbai,2019-05-15,#cricket
98587,usr_91167,Check this out #viral #trending,252,57,23,0,1,Unknown,2019-06-21,#crypto
37379,usr_44247,Just finished reading an amazing book.,100,56,420,0,0,,2013-11-15,#tech
79774,usr_72743,Buy cheap followers now! Link in bio.,93,115,112,0,1,,2021-06-16,#viral #trending
10150,usr_80278,Buy cheap followers now! Link in bio.,272,1,206,0,1,Worldwide,2021-10-28,#followback #f4f
86011,usr_88893,Check this out #viral #trending,189,13,113,0,1,Earth,2021-10-15,#giveaway #win
89516,usr_10562,Buy cheap followers now! Link in bio.,124,58,133,0,1,Earth,2022-04-25,#crypto
16764,usr_17087,Buy cheap followers now! Link in bio.,194,52,312,0,1,Worldwide,2021-06-30,
71487,usr_74324,Buy cheap followers now! Link in bio.,165,145,112,0,1,Unknown,2020-06-23,#crypto
83170,usr_49043,Traffic is terrible today.,1,62,980,0,0,Delhi,2010-12-22,#photography
10851,usr_80736,Buy cheap followers now! Link in bio.,1,78,126,0,1,Worldwide,2023-02-07,#crypto
83920,usr_56729,Follow me for follow back! #followback #follow,90,47,49,0,1,Unknown,2024-02-18,#crypto
47070,usr_80569,Had a great day at the park today,136,5,1219,0,0,London,2016-05-05,
17113,usr_36873,Traffic is terrible today.,26,37,1032,0,0,USA,2017-03-18,#photography
96096,usr_90935,Traffic is terrible today.,26,1,787,0,0,USA,2013-08-07,#tech
78347,usr_73941,Check this out #viral #trending,94,88,130,0,1,Unknown,2023-10-02,
47941,usr_99558,RT to win!! #giveaway #free #win,151,56,204,0,1,Worldwide,2023-07-13,#viral #trending
97416,usr_53601,RT to win!! #giveaway #free #win,253,78,20,0,1,Earth,2021-12-20,#viral #trending
99285,usr_61331,Check this out #viral #trending,168,110,261,0,1,Earth,2024-02-24,
59856,usr_85882,Check this out #viral #trending,228,1,235,0,1,,2019-09-06,#followback #f4f
74437,usr_58273,Traffic is terrible today.,103,30,235,0,0,,2015-05-05,#tech
51888,usr_71246,Just finished reading an amazing book.,70,14,830,0,0,London,2020-10-07,
95664,usr_34378,Making chai at midnight is peak productivity.,95,36,581,0,0,USA,2014-05-04,#mondaymotivation
21539,usr_93466,Making chai at midnight is peak productivity.,19,57,460,0,0,Bangalore,2011-07-24,#cricket
66482,usr_57379,Check this out #viral #trending,136,203,109,0,1,,2021-12-10,#giveaway #win
53078,usr_24606,Can't believe what happened in today's match!,35,30,935,0,0,,2010-05-13,#food
75107,usr_37529,Buy cheap followers now! Link in bio.,190,143,132,0,1,Unknown,2019-12-24,#followback #f4f
42530,usr_46429,Buy cheap followers now! Link in bio.,47,150,175,0,1,Unknown,2024-12-20,#crypto
33022,usr_72066,Traffic is terrible today.,44,1,978,0,0,,2010-09-17,#food
87621,usr_10373,Just finished reading an amazing book.,55,37,687,0,0,India,2019-05-07,#photography
19742,usr_37899,Traffic is terrible today.,85,28,1181,0,0,Bangalore,2018-08-11,#mondaymotivation
35825,usr_84760,Follow me for follow back! #followback #follow,187,61,148,0,1,,2024-02-07,#crypto
34176,usr_15739,Making chai at midnight is peak productivity.,113,64,894,0,0,Tokyo,2016-03-28,#photography
17592,usr_56598,Follow me for follow back! #followback #follow,199,1,296,0,1,Worldwide,2020-03-15,#viral #trending
30392,usr_90203,Buy cheap followers now! Link in bio.,137,133,30,0,1,,2019-06-03,#followback #f4f
40715,usr_70128,Making chai at midnight is peak productivity.,104,1,1074,0,0,London,2012-04-14,
20500,usr_90649,RT to win!! #giveaway #free #win,321,106,46,0,1,Unknown,2019-07-06,#giveaway #win
51480,usr_56696,Traffic is terrible today.,97,39,1003,0,0,Bangalore,2020-06-14,#cricket
56009,usr_18800,Follow me for follow back! #followback #follow,1,61,390,0,1,Worldwide,2020-05-10,
71474,usr_99746,RT to win!! #giveaway #free #win,257,116,47,0,1,Earth,2019-01-21,#crypto
35006,usr_13199,Buy cheap followers now! Link in bio.,200,68,89,0,1,Earth,2021-02-09,#viral #trending
41252,usr_48401,Buy cheap followers now! Link in bio.,161,83,201,0,1,,2021-04-27,
98907,usr_70749,Follow me for follow back! #followback #follow,184,44,1,0,1,Worldwide,2020-01-28,#crypto
93584,usr_54585,RT to win!! #giveaway #free #win,12,53,46,0,1,Earth,2023-06-14,#viral #trending
45851,usr_66479,Had a great day at the park today,136,33,1015,0,0,New York,2015-08-20,#food
95175,usr_87709,Buy cheap followers now! Link in bio.,172,139,60,0,1,Unknown,2024-06-06,#crypto
95498,usr_84873,Follow me for follow back! #followback #follow,92,98,40,0,1,Earth,2024-06-14,#followback #f4f
89131,usr_56255,Check this out #viral #trending,242,38,216,0,1,Earth,2024-06-17,#crypto
93859,usr_32595,Follow me for follow back! #followback #follow,68,96,96,0,1,Unknown,2021-01-14,
90422,usr_66055,RT to win!! #giveaway #free #win,152,105,21,0,1,Unknown,2023-08-08,#crypto
94819,usr_10385,Traffic is terrible today.,16,9,631,0,0,Mumbai,2020-08-20,#mondaymotivation
84000,usr_26350,Follow me for follow back! #followback #follow,173,54,68,0,1,Unknown,2024-02-11,#crypto
43029,usr_35249,Follow me for follow back! #followback #follow,166,112,228,0,1,Earth,2023-10-12,
10680,usr_78645,Traffic is terrible today.,102,48,842,0,0,USA,2010-09-04,#photography
82309,usr_29014,Check this out #viral #trending,41,83,154,0,1,Worldwide,2024-07-24,#crypto
85007,usr_20536,Just finished reading an amazing book.,109,26,116,0,0,New York,2014-12-31,#cricket
44782,usr_92239,RT to win!! #giveaway #free #win,149,1,50,0,1,,2020-03-30,#crypto
24945,usr_89327,Check this out #viral #trending,361,95,81,0,1,Unknown,2023-09-12,#viral #trending
73904,usr_92502,Check this out #viral #trending,151,97,94,0,1,Worldwide,2020-09-12,
83048,usr_91888,Follow me for follow back! #followback #follow,95,128,219,0,1,Earth,2022-11-27,#followback #f4f
75873,usr_37004,Check this out #viral #trending,193,102,212,0,1,,2022-04-04,#followback #f4f
99173,usr_20793,Traffic is terrible today.,101,39,416,0,0,Mumbai,2019-03-19,#mondaymotivation
69432,usr_58892,Just finished reading an amazing book.,47,17,392,0,0,Mumbai,2011-03-05,
36090,usr_57681,Follow me for follow back! #followback #follow,268,5,44,0,1,,2024-04-24,#viral #trending
98259,usr_88263,Buy cheap followers now! Link in bio.,114,1,74,0,1,,2021-02-02,#viral #trending
47054,usr_95070,Can't believe what happened in today's match!,101,28,230,0,0,,2015-12-28,#mondaymotivation
75715,usr_76127,Buy cheap followers now! Link in bio.,144,124,1,0,1,Unknown,2019-03-24,#followback #f4f
59808,usr_33680,RT to win!! #giveaway #free #win,87,101,230,0,1,Worldwide,2019-01-22,
84870,usr_57965,Making chai at midnight is peak productivity.,105,9,917,0,0,New York,2020-10-23,#tech
65069,usr_44754,RT to win!! #giveaway #free #win,153,87,196,0,1,Earth,2023-07-05,#viral #trending
58896,usr_46601,Can't believe what happened in today's match!,55,49,362,0,0,London,2017-01-23,#photography
76497,usr_40764,Follow me for follow back! #followback #follow,189,68,6,0,1,Earth,2024-06-06,
59140,usr_37149,Follow me for follow back! #followback #follow,137,4,173,0,1,Unknown,2020-06-15,#giveaway #win
86638,usr_84349,Traffic is terrible today.,1,65,663,0,0,Mumbai,2014-09-10,#cricket
94889,usr_43823,Follow me for follow back! #followback #follow,220,87,148,0,1,Earth,2021-07-20,#crypto
76249,usr_11264,Buy cheap followers now! Link in bio.,244,64,32,0,1,,2022-10-29,
56176,usr_40382,Buy cheap followers now! Link in bio.,234,84,97,0,1,Earth,2024-08-17,#giveaway #win
23133,usr_88349,Follow me for follow back! #followback #follow,232,134,168,0,1,Worldwide,2020-07-24,#giveaway #win
29481,usr_80311,Traffic is terrible today.,90,8,633,0,0,Delhi,2014-04-09,#food
38477,usr_11041,Buy cheap followers now! Link in bio.,64,84,71,0,1,,2022-04-05,#crypto
91187,usr_89526,Had a great day at the park today,48,19,813,0,0,New York,2019-04-10,#cricket
44718,usr_72694,Follow me for follow back! #followback #follow,234,1,1,0,1,,2024-08-20,#giveaway #win
62534,usr_64076,Just finished reading an amazing book.,49,34,894,0,0,New York,2011-02-16,
24322,usr_54798,RT to win!! #giveaway #free #win,195,93,40,0,1,Unknown,2020-07-16,#followback #f4f
80807,usr_59074,Check this out #viral #trending,205,135,10,0,1,Earth,2022-10-04,#viral #trending
40903,usr_85148,Buy cheap followers now! Link in bio.,278,1,240,0,1,Worldwide,2023-11-25,#giveaway #win
32280,usr_50991,RT to win!! #giveaway #free #win,23,100,98,0,1,,2019-11-22,#followback #f4f
35630,usr_38080,Can't believe what happened in today's match!,190,41,1384,0,0,Tokyo,2011-07-21,#photography
57400,usr_38752,Buy cheap followers now! Link in bio.,191,105,171,0,1,Unknown,2020-08-07,
13280,usr_11635,Check this out #viral #trending,234,23,104,0,1,Unknown,2020-09-05,#viral #trending
37742,usr_59456,Buy cheap followers now! Link in bio.,232,126,10,0,1,Worldwide,2019-03-26,#followback #f4f
86943,usr_52977,Making chai at midnight is peak productivity.,173,34,91,0,0,Delhi,2014-05-31,#tech
52143,usr_92779,Check this out #viral #trending,52,151,275,0,1,Worldwide,2019-05-19,#giveaway #win
44116,usr_11694,RT to win!! #giveaway #free #win,234,69,252,0,1,Unknown,2021-09-21,
64949,usr_11909,Traffic is terrible today.,154,1,133,0,0,India,2018-11-03,#food
17455,usr_89876,Buy cheap followers now! Link in bio.,94,120,63,0,1,Earth,2021-03-03,#followback #f4f
23410,usr_80564,Traffic is terrible today.,141,25,93,1,0,Delhi,2011-06-02,#food
83975,usr_21829,Check this out #viral #trending,100,70,59,0,1,Worldwide,2022-05-03,#viral #trending
66774,usr_87748,Just finished reading an amazing book.,47,50,216,0,0,Bangalore,2013-11-07,#food
30989,usr_75773,Just finished reading an amazing book.,68,50,1,1,0,Mumbai,2019-11-15,
58237,usr_71042,Follow me for follow back! #followback #follow,177,175,1,0,1,Worldwide,2022-09-15,#followback #f4f
89450,usr_21839,Making chai at midnight is peak productivity.,46,2,648,0,0,USA,2015-08-13,#mondaymotivation
25765,usr_64828,Traffic is terrible today.,81,37,626,0,0,Tokyo,2020-06-13,#tech
63269,usr_92660,RT to win!! #giveaway #free #win,129,70,112,0,1,,2021-02-16,#giveaway #win
29142,usr_79761,Buy cheap followers now! Link in bio.,1,97,22,1,1,Worldwide,2023-05-17,#giveaway #win
61505,usr_29866,RT to win!! #giveaway #free #win,211,98,135,0,1,Worldwide,2021-08-20,#followback #f4f
94972,usr_45695,Making chai at midnight is peak productivity.,108,23,683,0,0,Mumbai,2015-08-14,#photography
46877,usr_34238,Check this out #viral #trending,71,88,283,0,1,,2019-11-22,#viral #trending
85009,usr_80552,Check this out #viral #trending,104,69,19,0,1,Worldwide,2020-01-31,
60164,usr_29564,Making chai at midnight is peak productivity.,20,1,1058,0,0,Bangalore,2011-06-19,#tech
53449,usr_25518,Making chai at midnight is peak productivity.,26,42,1137,0,0,Tokyo,2017-10-25,#tech
13396,usr_19227,Buy cheap followers now! Link in bio.,193,28,277,0,1,Earth,2022-01-19,#followback #f4f
85849,usr_26950,Buy cheap followers now! Link in bio.,296,120,168,0,1,,2022-03-04,#giveaway #win
82559,usr_77073,Can't believe what happened in today's match!,127,2,408,0,0,,2012-04-21,#photography
20745,usr_58704,Check this out #viral #trending,335,99,139,0,1,Earth,2021-06-04,
24707,usr_62572,Making chai at midnight is peak productivity.,1,24,374,0,0,New York,2018-11-28,#food
